"Symbol","Synonym Symbol","Scientific Name with Author","State Common Name","Family"
"BRJU","BRJUC","Brassica juncea (L.) Czern. var. crispifolia L.H. Bailey","","Brassicaceae"
"BRJU","BRJUJ","Brassica juncea (L.) Czern. var. japonica (Thunb.) L.H. Bailey","","Brassicaceae"
"BRJU","BRWI2","Brassica willdenowii Boiss.","","Brassicaceae"
"BRJU","SIJU2","Sinapis juncea L.","","Brassicaceae"
"BRMA","","Briza maxima L.","big quakinggrass","Poaceae"
"BRMA3","","Bromus madritensis L.","compact brome","Poaceae"
"BRMA3","ANMA12","Anisantha madritensis (L.) Nevski","","Poaceae"
"BRMA3","ANMA27","Anisantha matritensis (L.) Nevski, orth. var.","","Poaceae"
"BRMA3","BRMAM3","Bromus madritensis L. ssp. madritensis","","Poaceae"
"BRMA3","BRMA16","Bromus matritensis L., orth. var.","","Poaceae"
"BRMI2","","Briza minor L.","little quakinggrass","Poaceae"
"BRNI","","Brassica nigra (L.) W.D.J. Koch","black mustard","Brassicaceae"
"BRNI","SINI4","Sinapis nigra L.","","Brassicaceae"
"BROMU","","Bromus L.","brome","Poaceae"
"BROUS","","Broussonetia L'Hér. ex Vent.","broussonetia","Moraceae"
"BROUS2","","Broussaisia Gaudich.","broussaisia","Hydrangeaceae"
"BRPA15","","Bruguiera parviflora (Roxb.) Wight & Arn. ex Griffith","smallflower bruguiera","Rhizophoraceae"
"BRPA4","","Broussonetia papyrifera (L.) L'Hér. ex Vent.","paper mulberry","Moraceae"
"BRPA4","MOPA3","Morus papyrifera L.","","Moraceae"
"BRPA4","PAPA32","Papyrius papyriferus (L.) Kuntze","","Moraceae"
"BRRA","","Brassica rapa L.","field mustard","Brassicaceae"
"BRRAA","","Brassica rapa L. var. amplexicaulis Tanaka & Ono","field mustard","Brassicaceae"
"BRRAA","BRPE4","Brassica pe-tsai L.H. Bailey","","Brassicaceae"
"BRRAA","BRPE81","Brassica pekinensis (Lour.) Rupr.","","Brassicaceae"
"BRRO","","Brighamia rockii H. St. John","Molokai ohaha","Campanulaceae"
"BRRO","BRRE2","Brighamia remyi H. St. John","","Campanulaceae"
"BRRU2","","Bromus rubens L.","red brome","Poaceae"
"BRRU2","ANRU4","Anisantha rubens (L.) Nevski","","Poaceae"
"BRRU2","BRMAR","Bromus madritensis L. ssp. rubens (L.) Duvin","","Poaceae"
"BRRU2","BRMAR2","Bromus matritensis L. ssp. rubens (L.) Duvin, orth. var.","","Poaceae"
"BRSE","","Bromus secalinus L.","rye brome","Poaceae"
"BRSE11","","Bruguiera sexangula (Lour.) Poir.","Oriental mangrove","Rhizophoraceae"
"BRSE11","BRGY2","Bruguiera gymnorhiza auct. non (L.) Savigny","","Rhizophoraceae"
"BRSE11","BRGY","Bruguiera gymnorrhiza auct. non (L.) Savigny, orth. var.","","Rhizophoraceae"
"BRSE11","RHGY","Rhizophora gymnorhiza auct. non L.","","Rhizophoraceae"
"BRSES","","Bromus secalinus L. var. secalinus","rye brome","Poaceae"
"BRSES","BRSEH","Bromus secalinus L. var. hirsutus Kindb.","","Poaceae"
"BRSES","BRSEH2","Bromus secalinus L. var. hirtus (F.W. Schultz) Hegi","","Poaceae"
"BRSQ2","","Bromus squarrosus L.","corn brome","Poaceae"
"BRST2","","Bromus sterilis L.","poverty brome","Poaceae"
"BRST2","ANST4","Anisantha sterilis (L.) Nevski","","Poaceae"
"BRTE","","Bromus tectorum L.","cheatgrass","Poaceae"
"BRTE","ANTE6","Anisantha tectorum (L.) Nevski","","Poaceae"
"BRTE","BRTEG","Bromus tectorum L. var. glabratus Spenner","","Poaceae"
"BRTE","BRTEH","Bromus tectorum L. var. hirsutus Regel","","Poaceae"
"BRTE","BRTEN","Bromus tectorum L. var. nudus Klett & Richt.","","Poaceae"
"BRUGM","","Brugmansia Pers.","brugmansia","Solanaceae"
"BRUGU","","Bruguiera Savigny","bruguiera","Rhizophoraceae"
"BUAS","","Buddleja asiatica Lour.","dogtail","Buddlejaceae"
"BUCA2","","Bulbostylis capillaris (L.) Kunth ex C.B. Clarke","densetuft hairsedge","Cyperaceae"
"BUCAC","","Bulbostylis capillaris (L.) Kunth ex C.B. Clarke ssp. capillaris","densetuft hairsedge","Cyperaceae"
"BUCAC","BUCAC2","Bulbostylis capillaris (L.) Kunth ex C.B. Clarke var. crebra Fernald","","Cyperaceae"
"BUCAC","BUCAI","Bulbostylis capillaris (L.) Kunth ex C.B. Clarke var. isopoda Fernald","","Cyperaceae"
"BUCAC","FICA6","Fimbristylis capillaris (L.) A. Gray","","Cyperaceae"
"BUCAC","SCCA7","Scirpus capillaris L.","","Cyperaceae"
"BUCAC","STCA17","Stenophyllus capillaris (L.) Britton","","Cyperaceae"
"BUCHN","","Buchnera L.","bluehearts","Scrophulariaceae"
"BUDA2","","Buddleja davidii Franch.","orange eye butterflybush","Buddlejaceae"
"BUDDL2","","Buddleja L.","butterflybush","Buddlejaceae"
"BULBO","","Bulbostylis Kunth","hairsedge","Cyperaceae"
"BUMA80","","Buddleja madagascariensis Lam.","smokebush","Buddlejaceae"
"BUPU","","Buchnera pusilla Kunth","pygmy bluehearts","Scrophulariaceae"
"CAAL12","","Carex alligata Boott","Hawai'i sedge","Cyperaceae"
"CAAL12","CAALD","Carex alligata Boott var. degeneri R.W. Krauss","","Cyperaceae"
"CAAL12","CAPL10","Carex pluvia R.W. Krauss","","Cyperaceae"
"CAAL12","CAPLK","Carex pluvia R.W. Krauss var. koolauensis R.W. Krauss","","Cyperaceae"
"CAAN4","","Capsicum annuum L.","cayenne pepper","Solanaceae"
"CAANA4","","Capsicum annuum L. var. annuum","cayenne pepper","Solanaceae"
"CAANA4","CAANF2","Capsicum annuum L. var. frutescens (L.) Kuntze","","Solanaceae"
"CAANA4","CAFR7","Capsicum frutescens L.","","Solanaceae"
"CAAR21","","Castilleja arvensis Cham. & Schltdl.","field Indian paintbrush","Scrophulariaceae"
"CABO6","","Caesalpinia bonduc (L.) Roxb.","yellow nicker","Fabaceae"
"CABO6","CACR28","Caesalpinia crista auct. non L.","","Fabaceae"
"CABO6","GUBO","Guilandina bonduc L.","","Fabaceae"
"CABO6","GUCR","Guilandina crista auct. non (L.) Small","","Fabaceae"
"CABU2","","Capsella bursa-pastoris (L.) Medik.","shepherd's purse","Brassicaceae"
"CABU2","BUBU3","Bursa bursa-pastoris (L.) Britton","","Brassicaceae"
"CABU2","BUBUB","Bursa bursa-pastoris (L.) Britton var. bifida Crép.","","Brassicaceae"
"CABU2","BUGR","Bursa gracilis Gren.","","Brassicaceae"
"CABU2","CARU22","Capsella rubella Reut.","","Brassicaceae"
"CABU2","THBU2","Thlaspi bursa-pastoris L.","","Brassicaceae"
"CACA27","","Cajanus cajan (L.) Millsp.","pigeonpea","Fabaceae"
"CACA27","CACA46","Cajan cajan (L.) Huth, nom. inval.","","Fabaceae"
"CACA27","CAIN44","Cajanus indicus Spreng.","","Fabaceae"
"CACA29","","Canavalia cathartica Thouars","maunaloa","Fabaceae"
"CACR19","","Calathea crotalifera S. Watson","rattlesnake plant","Marantaceae"
"CADE15","","Caesalpinia decapetala (Roth) Alston","shoofly","Fabaceae"
"CADE15","BISE2","Biancaea sepiaria (Roxb.) Todaro","","Fabaceae"
"CADE15","CASE15","Caesalpinia sepiaria Roxb.","","Fabaceae"
"CAEC","","Carex echinata Murray","star sedge","Cyperaceae"
"CAECE","","Carex echinata Murray ssp. echinata","star sedge","Cyperaceae"
"CAECE","CAAN23","Carex angustior Mack.","","Cyperaceae"
"CAECE","CAANG2","Carex angustior Mack. var. gracilenta R.T. Clausen & Wahl","","Cyperaceae"
"CAECE","CACE5","Carex cephalantha (L.H. Bailey) E.P. Bicknell","","Cyperaceae"
"CAECE","CAECA","Carex echinata Murray var. angustata (Carey) L.H. Bailey","","Cyperaceae"
"CAECE","CAHA30","Carex hawaiiensis H. St. John","","Cyperaceae"
"CAECE","CAJO4","Carex josselynii (Fernald) Mack. ex Pease","","Cyperaceae"
"CAECE","CALA54","Carex laricina Mack. ex Bright","","Cyperaceae"
"CAECE","CALE33","Carex leersii Willd.","","Cyperaceae"
"CAECE","CAMUA3","Carex muricata L. var. angustata (Carey) Carey ex Gleason","","Cyperaceae"
"CAECE","CAMUC2","Carex muricata L. var. cephalantha (L.H. Bailey) Wiegand & Eames","","Cyperaceae"
"CAECE","CAMUL","Carex muricata L. var. laricina (Mack. ex Bright) Gleason","","Cyperaceae"
"CAECE","CAOR2","Carex ormantha (Fernald) Mack.","","Cyperaceae"
"CAECE","CAPHA","Carex phyllomanica W. Boott var. angustata (Carey) B. Boivin","","Cyperaceae"
"CAECE","CAPHO","Carex phyllomanica W. Boott var. ormantha (Fernald) B. Boivin","","Cyperaceae"
"CAECE","CASV","Carex svensonis Skottsb.","","Cyperaceae"
"CAEQ","","Casuarina equisetifolia L.","beach sheoak","Casuarinaceae"
"CAEQ","CALI8","Casuarina litorea L. ex Fosberg & Sachet","","Casuarinaceae"
"CAESA","","Caesalpinia L.","nicker","Fabaceae"
"CAEX","","Calamagrostis expansa (Munro ex Hillebr.) Hitchc.","Maui reedgrass","Poaceae"
"CAEX14","","Castilleja exserta (A. Heller) T.I. Chuang & Heckard","exserted Indian paintbrush","Scrophulariaceae"
"CAEXE","","Castilleja exserta (A. Heller) T.I. Chuang & Heckard ssp. exserta","exserted Indian paintbrush","Scrophulariaceae"
"CAEXE","OREX3","Orthocarpus exsertus A. Heller","","Scrophulariaceae"
"CAEXE","ORPU","Orthocarpus purpurascens Benth.","","Scrophulariaceae"
"CAEXE","ORPUP","Orthocarpus purpurascens Benth. var. pallidus D.D. Keck","","Scrophulariaceae"
"CAEXE","ORPUP3","Orthocarpus purpurascens Benth. var. palmeri A. Gray","","Scrophulariaceae"
"CAFI4","","Cassytha filiformis L.","devil's gut","Lauraceae"
"CAFL14","","Cardamine flexuosa With.","woodland bittercress","Brassicaceae"
"CAFL14","CAHIF","Cardamine hirsuta L. ssp. flexuosa (With.) Forbes & Hemsl.","","Brassicaceae"
"CAFL14","CAKO3","Cardamine konaensis H. St. John","","Brassicaceae"
"CAFR6","","Callisia fragrans (Lindl.) Woodson","basketplant","Commelinaceae"
"CAFR6","REFR","Rectanthera fragrans (Lindl.) O. Deg.","","Commelinaceae"
"CAFR6","SPFR","Spironema fragrans Lindl.","","Commelinaceae"
"CAGA","","Canavalia galeata (Gaudich.) Vogel","'awikiwiki","Fabaceae"
"CAGI11","","Calotropis gigantea (L.) W.T. Aiton","giant milkweed","Asclepiadaceae"
"CAGL11","","Casuarina glauca Siebold ex Spreng.","gray sheoak","Casuarinaceae"
"CAGR13","","Cardiospermum grandiflorum Sw.","showy balloonvine","Sapindaceae"
"CAHA12","","Canavalia hawaiiensis O. Deg., I. Deg. & Sauer","puakauhi","Fabaceae"
"CAHA12","CAIA","Canavalia iaoensis H. St. John","","Fabaceae"
"CAHA12","CAKA4","Canavalia kauensis H. St. John","","Fabaceae"
"CAHA12","CARO11","Canavalia rockii H. St. John","","Fabaceae"
"CAHA12","CASA12","Canavalia sanguinea H. St. John","","Fabaceae"
"CAHA13","","Cardiospermum halicacabum L.","balloon vine","Sapindaceae"
"CAHI","","Calamagrostis hillebrandii (Munro ex Hillebr.) Hitchc.","Hillegrand's reedgrass","Poaceae"
"CAHI3","","Cardamine hirsuta L.","hairy bittercress","Brassicaceae"
"CAIN19","","Canna indica L.","Indian shot","Cannaceae"
"CAIN19","CACO23","Canna coccinea Mill.","","Cannaceae"
"CAIN19","CAED2","Canna edulis Ker Gawl.","","Cannaceae"
"CAIN4","","Calophyllum inophyllum L.","Alexandrian laurel","Clusiaceae"
"CAIN49","","Carex inversa R. Br.","knob sedge","Cyperaceae"
"CAJAN","","Cajanus Adans.","cajanus","Fabaceae"
"CAKA2","","Carex kauaiensis R.W. Krauss","Kauai sedge","Cyperaceae"
"CAKA3","","Canavalia kauaiensis Sauer","Kauai jackbean","Fabaceae"
"CAKA3","CACE3","Canavalia centralis H. St. John","","Fabaceae"
"CAKA5","","Caesalpinia kavaiensis H. Mann","uhiuhi","Fabaceae"
"CAKA5","MEKA","Mezonevron kavaiense (H. Mann) Hillebr.","","Fabaceae"
"CALAM","","Calamagrostis Adans.","reedgrass","Poaceae"
"CALAT","","Calathea G. Mey.","calathea","Marantaceae"
"CALLI4","","Callisia Loefl.","roseling","Commelinaceae"
"CALO5","","Carex longii Mack.","Long's sedge","Cyperaceae"
"CALOP","","Calophyllum L.","calophyllum","Clusiaceae"
"CALOT","","Calotropis R. Br.","calotropis","Asclepiadaceae"
"CALYP2","","Calyptocarpus Less.","calyptocarpus","Asteraceae"
"CAMA21","","Caesalpinia major (Medik.) Dandy & Exell","Hawai'i pearls","Fabaceae"
"CAMA21","CAGL22","Caesalpinia globulorum Bakh. f. & P. Royen","","Fabaceae"
"CAMA21","GUOV2","Guilandina ovalifolia (Urb.) Britton","","Fabaceae"
"CAME14","","Carex meyenii Nees","Meyen's sedge","Cyperaceae"
"CAMO12","","Carex montis-eeka Hillebr.","Molokai sedge","Cyperaceae"
"CAMO15","","Canavalia molokaiensis O. Deg., I. Deg. & Sauer","Molokai jackbean","Fabaceae"
"CAMO15","CAPE14","Canavalia peninsularis H. St. John","","Fabaceae"
"CAMO15","CAST18","Canavalia stenophylla H. St. John","","Fabaceae"
"CAMPY","","Campyloneurum C. Presl","strapfern","Polypodiaceae"
"CANA4","","Canavalia napaliensis H. St. John","Makaha Valley jackbean","Fabaceae"
"CANA4","CAMA22","Canavalia makahaensis H. St. John","","Fabaceae"
"CANA4","CANU9","Canavalia nualoloensis H. St. John","","Fabaceae"
"CANAV","","Canavalia Adans.","jackbean","Fabaceae"
"CANNA","","Cannabis L.","hemp","Cannabaceae"
"CANNA2","","Canna L.","canna","Cannaceae"
"CAPA23","","Carica papaya L.","papaya","Caricaceae"
"CAPA23","PACA27","Papaya carica Gaertn.","","Caricaceae"
"CAPH5","","Campyloneurum phyllitidis (L.) C. Presl","long strapfern","Polypodiaceae"
"CAPH5","POPH4","Polypodium phyllitidis L.","","Polypodiaceae"
"CAPL11","","Caucalis platycarpos L.","carrot bur parsley","Apiaceae"
"CAPPA","","Capparis L.","caper","Capparaceae"
"CAPR","","Calotropis procera (Aiton) W.T. Aiton","roostertree","Asclepiadaceae"
"CAPR","ASPR15","Asclepias procera Aiton","","Asclepiadaceae"
"CAPSE","","Capsella Medik.","capsella","Brassicaceae"
"CAPSI","","Capsicum L.","pepper","Solanaceae"
"CAPU14","","Canavalia pubescens Hook. & Arn.","lavafield jackbean","Fabaceae"
"CAPU14","CAFO5","Canavalia forbesii H. St. John","","Fabaceae"
"CAPU14","CAHA11","Canavalia haleakalaensis H. St. John","","Fabaceae"
"CAPU14","CALA36","Canavalia lanaiensis (Rock) O. Deg. & I. Deg.","","Fabaceae"
"CAPU14","CAMU12","Canavalia munroi (O. Deg. & I. Deg.) H. St. John","","Fabaceae"
"CAPY2","","Carduus pycnocephalus L.","Italian plumeless thistle","Asteraceae"
"CARDA","","Cardamine L.","bittercress","Brassicaceae"
"CARDI2","","Cardiospermum L.","balloonvine","Sapindaceae"
"CARDU","","Carduus L.","plumeless thistle","Asteraceae"
"CARE22","","Carmona retusa (Vahl) Masamune","scorpionbush","Boraginaceae"
"CAREX","","Carex L.","sedge","Cyperaceae"
"CARIC","","Carica L.","papaya","Caricaceae"
"CARMO","","Carmona Cav.","scorpionbush","Boraginaceae"
"CARO14","","Catharanthus roseus (L.) G. Don","Madagascar periwinkle","Apocynaceae"
"CARO14","AMRO4","Ammocallis rosea (L.) Small","","Apocynaceae"
"CARO14","LORO6","Lochnera rosea (L.) Rchb. ex Spach","","Apocynaceae"
"CARO14","VIRO6","Vinca rosea L.","","Apocynaceae"
"CASA3","","Cannabis sativa L.","marijuana","Cannabaceae"
"CASA4","","Capparis sandwichiana DC.","native caper","Capparaceae"
"CASA4","CASAZ","Capparis sandwichiana DC. var. zoharyi O. Deg. & I. Deg.","","Capparaceae"
"CASAI","","Cannabis sativa L. ssp. indica (Lam.) E. Small & Cronquist","marijuana","Cannabaceae"
"CASAI","CAIN43","Cannabis indica Lam.","","Cannabaceae"
"CASE9","","Canavalia sericea A. Gray","silky jackbean","Fabaceae"
"CASSY","","Cassytha L.","cassytha","Lauraceae"
"CASTI2","","Castilleja Mutis ex L. f.","Indian paintbrush","Scrophulariaceae"
"CASU6","","Carex subfusca W. Boott","brown sedge","Cyperaceae"
"CASU6","CAMAS3","Carex macloviana d'Urv. ssp. subfusca (W. Boott) T. Koyama","","Cyperaceae"
"CASU6","CAST25","Carex stenoptera Mack.","","Cyperaceae"
"CASUA","","Casuarina Rumph. ex L.","sheoak","Casuarinaceae"
"CATH6","","Carex thunbergii Steud.","Maui sedge","Cyperaceae"
"CATH6","CANE9","Carex nealiae R.W. Krauss","","Cyperaceae"
"CATHA","","Catharanthus G. Don","periwinkle","Apocynaceae"
"CATR29","","Cayratia trifolia (L.) Domin","threeleaf cayratia","Vitaceae"
"CAUCA","","Caucalis L.","bur parsley","Apiaceae"
"CAVI2","","Calyptocarpus vialis Less.","straggler daisy","Asteraceae"
"CAVI2","SYVI","Synedrella vialis (Less.) A. Gray","","Asteraceae"
"CAVI2","SYGR3","Synedrellopsis grisebachii auct. non Hieron. & Kuntze","","Asteraceae"
"CAWA","","Carex wahuensis C.A. Mey.","Oahu sedge","Cyperaceae"
"CAWAH","","Carex wahuensis C.A. Mey. ssp. herbstii T. Koyama","Herbst's sedge","Cyperaceae"
"CAWAR2","","Carex wahuensis C.A. Mey. ssp. rubiginosa (R.W. Krauss) T. Koyama","Oahu sedge","Cyperaceae"
"CAWAR2","CAWAR","Carex wahuensis C.A. Mey. var. rubiginosa R.W. Krauss","","Cyperaceae"
"CAWAW","","Carex wahuensis C.A. Mey. ssp. wahuensis","Oahu sedge","Cyperaceae"
"CAYRA","","Cayratia Juss.","cayratia","Vitaceae"
"CEAG","","Cenchrus agrimonioides Trin.","kamanomano","Poaceae"
"CEAGA","","Cenchrus agrimonioides Trin. var. agrimonioides","kamanomano","Poaceae"
"CEAGL","","Cenchrus agrimonioides Trin. var. laysanensis F. Br.","kamanomano","Poaceae"
"CEAGL","CEPE3","Cenchrus pedunculatus O. Deg. & Whitney","","Poaceae"
"CEAS","","Centella asiatica (L.) Urb.","spadeleaf","Apiaceae"
"CEAS","HYAS4","Hydrocotyle asiatica L.","","Apiaceae"
"CEAU2","","Cestrum aurantiacum Lindl.","orange jessamine","Solanaceae"
"CECRO","","Cecropia Loefl.","pumpwood","Cecropiaceae"
"CECY2","","Centaurea cyanus L.","garden cornflower","Asteraceae"
"CECY2","LECY","Leucacantha cyanus (L.) Nieuwl. & Lunell","","Asteraceae"
"CEDE4","","Ceratophyllum demersum L.","coon's tail","Ceratophyllaceae"
"CEDE4","CEAP","Ceratophyllum apiculatum Cham.","","Ceratophyllaceae"
"CEDE4","CEDEA","Ceratophyllum demersum L. var. apiculatum (Cham.) Asch.","","Ceratophyllaceae"
"CEDE4","CEDEA2","Ceratophyllum demersum L. var. apiculatum (Cham.) Garcke","","Ceratophyllaceae"
"CEDI6","","Cestrum diurnum L.","day jessamine","Solanaceae"
"CEDI6","CEDID","Cestrum diurnum L. var. diurnum","","Solanaceae"
"CEDI6","CEDIP","Cestrum diurnum L. var. portoricense O.E. Schulz","","Solanaceae"
"CEEC","","Cenchrus echinatus L.","southern sandbur","Poaceae"
"CEEC","CEECH","Cenchrus echinatus L. var. hillebrandianus (Hitchc.) F. Br.","","Poaceae"
"CEER5","","Centaurium erythraea Rafn","European centaury","Gentianaceae"
"CEER5","CEMI8","Centaurium minus Moench, nom. utique rej.","","Gentianaceae"
"CEER5","CEUM","Centaurium umbellatum auct. non Gilib.","","Gentianaceae"
"CEER5","ERCE4","Erythraea centaurium auct.","","Gentianaceae"
"CEFO2","","Cerastium fontanum Baumg.","common mouse-ear chickweed","Caryophyllaceae"
"CEFOV2","","Cerastium fontanum Baumg. ssp. vulgare (Hartm.) Greuter & Burdet","big chickweed","Caryophyllaceae"
"CEFOV2","CEAD","Cerastium adsurgens Greene","","Caryophyllaceae"
"CEFOV2","CEFOH","Cerastium fontanum Baumg. ssp. holosteoides auct. non (Fr.) Salman, van Ommering & de Voogd","","Caryophyllaceae"
"CEFOV2","CEFOT","Cerastium fontanum Baumg. ssp. triviale (Link) Jalas","","Caryophyllaceae"
"CEFOV2","CEHO","Cerastium holosteoides auct. non Fr.","","Caryophyllaceae"
"CEFOV2","CEHOV","Cerastium holosteoides Fr. var. vulgare (Hartm.) Hyl.","","Caryophyllaceae"
"CEFOV2","CETR10","Cerastium triviale Link","","Caryophyllaceae"
"CEFOV2","CEVU","Cerastium vulgatum L., nom. utique rej.","","Caryophyllaceae"
"CEFOV2","CEVUH","Cerastium vulgatum L. var. hirsutum Fr.","","Caryophyllaceae"
"CEFOV2","CEVUH2","Cerastium vulgatum L. var. holosteoides auct. non (Fr.) Wahlenb.","","Caryophyllaceae"
"CEHI3","","Cereus hildmannianus K. Schum.","hedge cactus","Cactaceae"
"CEHI3","CEPE5","Cereus peruvianus auct. non (L.) Mill.","","Cactaceae"
"CEHI3","CEUR","Cereus uruguayanus auct. non Kiesling","","Cactaceae"
"CEHI3","PIPE7","Piptanthocereus peruvianus auct. non (L.) Riccob.","","Cactaceae"
"CEHI3","STPE13","Stenocereus peruvianus auct. non Kiesling, nom. illeg.","","Cactaceae"
"CEME2","","Centaurea melitensis L.","Maltese star-thistle","Asteraceae"
"CENCH","","Cenchrus L.","sandbur","Poaceae"
"CENO","","Cestrum nocturnum L.","night jessamine","Solanaceae"
"CENO","CEPA18","Cestrum parqui auct. non L'Hér.","","Solanaceae"
"CENTA","","Centaurea L.","knapweed","Asteraceae"
"CENTA2","","Centaurium Hill","centaury","Gentianaceae"
"CENTE","","Centella L.","centella","Apiaceae"
"CENTR","","Centranthus Neck. ex Lam. & DC.","centranthus","Valerianaceae"
"CENTR2","","Centrosema (DC.) Benth.","butterfly pea","Fabaceae"
"CENTR6","","Centratherum Cass.","centratherum","Asteraceae"
"CEOB","","Cecropia obtusifolia Bertol.","trumpet tree","Cecropiaceae"
"CEPU5","","Centrosema pubescens Benth.","flor de conchitas","Fabaceae"
"CEPU5","BRPU13","Bradburya pubescens (Benth.) Kuntze","","Fabaceae"
"CEPU6","","Centratherum punctatum Cass.","larkdaisy","Asteraceae"
"CERAS","","Cerastium L.","mouse-ear chickweed","Caryophyllaceae"
"CERAT","","Ceratophyllum L.","hornwort","Ceratophyllaceae"
"CERAT2","","Ceratopteris Brongn.","antlerfern","Parkeriaceae"
"CEREU","","Cereus Mill.","sweetpotato cactus","Cactaceae"
"CERU2","","Centranthus ruber (L.) DC.","red valerian","Valerianaceae"
"CERU2","KERU3","Kentranthus ruber (L.) DC., orth. var.","","Valerianaceae"
"CESE10","","Cenchrus setiger Vahl","birdwood grass","Poaceae"
"CESE10","CESE2","Cenchrus setigerus Vahl, orth. var.","","Poaceae"
"CESE10","PECIS3","Pennisetum ciliare (L.) Link var. setiger (Vahl) Leeke","","Poaceae"
"CESE10","PECIS2","Pennisetum ciliare (L.) Link var. setigerum (Vahl) Leeke, orth. var.","","Poaceae"
"CESE6","","Centaurium sebaeoides (Griseb.) Druce","lavaslope centaury","Gentianaceae"
"CEST8","","Centaurea stoebe L.","spotted knapweed","Asteraceae"
"CESTM","","Centaurea stoebe L. ssp. micranthos (Gugler) Hayek","spotted knapweed","Asteraceae"
"CESTM","ACMA9","Acosta maculosa auct. non (Lam.) Holub","","Asteraceae"
"CESTM","CEBI2","Centaurea biebersteinii DC.","","Asteraceae"
"CESTM","CEMA4","Centaurea maculosa auct. non Lam.","","Asteraceae"
"CESTR","","Cestrum L.","jessamine","Solanaceae"
"CETH2","","Ceratopteris thalictroides (L.) Brongn.","watersprite","Parkeriaceae"
"CETH2","CEDE7","Ceratopteris deltoidea Benedict","","Parkeriaceae"
"CETH2","CESI5","Ceratopteris siliquosa (L.) Copeland","","Parkeriaceae"
"CETR","","Cenchrus tribuloides L.","sanddune sandbur","Poaceae"
"CHAC","","Chrysopogon aciculatus (Retz.) Trin.","golden false beardgrass","Poaceae"
"CHAL11","","Chamaesyce albomarginata (Torr. & A. Gray) Small","whitemargin sandmat","Euphorbiaceae"
"CHAL11","EUAL4","Euphorbia albomarginata Torr. & A. Gray","","Euphorbiaceae"
"CHAL7","","Chenopodium album L.","lambsquarters","Chenopodiaceae"
"CHALA","","Chenopodium album L. var. album","lambsquarters","Chenopodiaceae"
"CHALA","CHALL","Chenopodium album L. var. lanceolatum (Muhl. ex Willd.) Coss. & Germ.","","Chenopodiaceae"
"CHALA","CHALP","Chenopodium album L. var. polymorphum Aellen","","Chenopodiaceae"
"CHALA","CHAM4","Chenopodium amaranticolor Coste & Reyn.","","Chenopodiaceae"
"CHALA","CHGI","Chenopodium giganteum D. Don","","Chenopodiaceae"
"CHALA","CHLA20","Chenopodium lanceolatum Muhl. ex Willd.","","Chenopodiaceae"
"CHALA","CHPA21","Chenopodium paganum auct. non Rchb.","","Chenopodiaceae"
"CHALA","CHSU7","Chenopodium suecicum Murr","","Chenopodiaceae"
"CHAMA15","","Chamaesyce Gray","sandmat","Euphorbiaceae"
"CHAMA17","","Chamaecrista (L.) Moench","sensitive pea","Fabaceae"
"CHAR17","","Chamaesyce arnottiana (Endl.) O. Deg. & I. Deg.","'akoko","Euphorbiaceae"
"CHAR17","ANVI9","Anisophyllum virgatum Klotzsch & Garcke","","Euphorbiaceae"
"CHAR17","CHHO5","Chamaesyce hookeri (Steud.) Arthur","","Euphorbiaceae"
"CHAR17","EUAR4","Euphorbia arnottiana Endl.","","Euphorbiaceae"
"CHAR17","EUHO2","Euphorbia hookeri Steud.","","Euphorbiaceae"
"CHAR17","EUHOT","Euphorbia hookeri Steud. var. typica Sherff","","Euphorbiaceae"
"CHAR17","EUMY4","Euphorbia myrtifolia Hook. & Arn.","","Euphorbiaceae"
"CHARP","","Charpentiera Gaudich.","papala","Amaranthaceae"
"CHAT2","","Chamaesyce atrococca (A. Heller) Croizat & O. Deg.","koko","Euphorbiaceae"
"CHAT2","CHATK","Chamaesyce atrococca (A. Heller) Croizat & O. Deg. var. kilaueana (Sherff) O. Deg. & I. Deg.","","Euphorbiaceae"
"CHAT2","CHATK2","Chamaesyce atrococca (A. Heller) Croizat & O. Deg. var. kokeeana (Sherff) O. Deg. & I. Deg.","","Euphorbiaceae"
"CHAT2","EUAT2","Euphorbia atrococca A. Heller","","Euphorbiaceae"
"CHAT2","EUATK","Euphorbia atrococca A. Heller var. kilaueana Sherff","","Euphorbiaceae"
"CHAT2","EUATK2","Euphorbia atrococca A. Heller var. kokeeana Sherff","","Euphorbiaceae"
"CHAT2","EUATT","Euphorbia atrococca A. Heller var. typica Sherff","","Euphorbiaceae"
"CHAT2","EUCEP","Euphorbia celastroides Boiss. var. pseudoniuensis O. Deg. & Sherff","","Euphorbiaceae"
"CHAT2","EUMUM3","Euphorbia multiformis Gaudich. ex Hook. & Arn. var. mohihiensis Sherff","","Euphorbiaceae"
"CHBA10","","Chloris barbata Sw.","swollen fingergrass","Poaceae"
"CHBA10","CHIN4","Chloris inflata Link","","Poaceae"
"CHBA10","CHPA20","Chloris paraguaiensis Steud.","","Poaceae"
"CHCE","","Chamaesyce celastroides (Boiss.) Croizat & O. Deg.","'ekoko","Euphorbiaceae"
"CHCEA","","Chamaesyce celastroides (Boiss.) Croizat & O. Deg. var. amplectens (Sherff) O. Deg. & I. Deg.","'ekoko","Euphorbiaceae"
"CHCEA","CHCEH2","Chamaesyce celastroides (Boiss.) Croizat & O. Deg. var. halawana (Sherff) O. Deg. & I. Deg.","","Euphorbiaceae"
